"","1_L25_C01_IL4625","1_L25_C04_IL4625","1_L25_C06_IL4625","1_L25_C08_IL4625","1_L25_C10_IL4625","1_L25_C17_IL4625","1_L25_C19_IL4625","1_L25_C20_IL4625","1_L25_C23_IL4625","1_L25_C26_IL4625","1_L25_C31_IL4625","1_L25_C34_IL4625","1_L25_C36_IL4625","1_L25_C39_IL4625","1_L25_C42_IL4625","1_L25_C45_IL4625","1_L25_C47_IL4625","1_L25_C50_IL4625","1_L25_C51_IL4625","1_L25_C54_IL4625","1_L25_C56_IL4625","1_L25_C62_IL4625","1_L25_C64_IL4625","1_L25_C67_IL4625","1_L25_C68_IL4625","1_L25_C69_IL4625","1_L25_C70_IL4625","1_L25_C72_IL4625","1_L25_C73_IL4625","1_L25_C76_IL4625","1_L25_C78_IL4625","1_L25_C79_IL4625","1_L25_C80_IL4625","1_L25_C82_IL4625","1_L25_C83_IL4625","1_L25_C85_IL4625","1_L25_C88_IL4625","1_L25_C89_IL4625","1_L25_C93_IL4625","1_L25_C94_IL4625","1_L25_C95_IL4625","1_L25_C96_IL4625"
"Cox7b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cox7c",226.121,11.0543,3.96956,50.7374,3.47848,50.5792,0,1.75868,6.42763,1.12122,48.691,13.326,12.0079,61.0463,32.0972,44.72,97.2152,0,38.3883,42.3663,27.9444,87.314,34.0375,3.69884,13.6249,68.578,22.4791,66.3813,38.2439,33.9499,1.45859,54.9607,2.30055,0,59.4025,0,2.70446,2.84624,1.16259,0,5.54065,16.0575
"Cox8a",574.547,5.40555,144.3,0,48.7649,251.981,19.7278,17.9191,3.72145,0,43.7892,311.926,38.5848,242.066,53.6366,24.595,0,1.41909,175.997,435.032,0,0,116.627,18.7585,0,13.5758,0,31.5817,0.338452,0,207.685,0,2.6925,0,70.3848,0,0,221.109,0,240.064,0,0
"Cox8b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cox8c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpd",0.193925,56.6241,0.787498,131.12,0.816933,45.5861,6.76731,2.15382,4.16109,6.59559,0.324192,2.9208,0.215359,0.105261,11.5196,1.32048,47.3635,0,0,3.99043,151.162,0.0351718,1.26367,69.6145,0.095481,0,16.2,1.93744,0.0266798,0.0906103,0.0288338,100.703,0.821951,0.0310724,41.3692,0.040142,0,0,0,0,0,0
"Cpe",0,0,0,0,0,88.9918,0,77.0322,0,0,0,0,0,0,0,0,0,0,320.118,63.0955,0,0,0.148608,0,0,0,0,0,0,0,0.135395,0,0,42.2884,576.986,0.187921,0,0,0,0.245652,8.91913,0
"Cpeb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpeb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpeb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpeb4",0,0,0,0,0,0,0,0,0,0,0,0,0.151409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cphx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cplx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cplx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cplx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cplx4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpm",0.148949,0,0,0,0,0,0,0,0,0,0,0,13.3644,418.378,0.0536299,0.197311,0,0,0,0,0,0,0,0,0,0,0.074291,0,0,0,0,0.0508805,0,0,0,0.28718,0,0,0,0,0,0.056189
"Cpn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne1",0,0.0732894,0,0,0,0,59.8079,0,0,15.6792,0,35.0757,0,6.82674,0,0,0,0,0,0.0779891,12.751,0,0,0.0911156,0.0870419,15.5079,0.113332,0,0.218717,0.0824289,0.0786711,0,0,0.169506,120.886,0.109361,0.270273,0.146493,0.186471,0.14248,0,0
"Cpne2",0,0,0,0,0,0,0,2.26629,0,0,0.138121,3.00788,0,0,0.509933,0,0,0,9.19475,0.364062,2.14798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne3",0.318768,0.440791,1.98757,17.6018,0.644163,2.18471,0.615029,0.203462,0.581707,1.23952,0.159882,25.7871,0.294719,89.0355,0.787002,0.180954,0.675564,0,0.098543,91.3575,5.49157,0.404513,0.466982,0.438081,0.156912,9.57451,0.0681488,52.7777,0,0.148792,0.899509,238.376,31.32,0.204052,0.0437645,0.0658747,0.541341,0,0,133.46,0,0
"Cpne4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpne8",13.8583,0,54.9111,1.30834,1.72644,172.66,0.494332,182.405,8.38285,0,2.62222,8.20193,27.0702,0.153739,0,262.606,673.512,59.0773,55.5172,109.799,0,241.797,0,0.5916,0,0.171797,7.10738,136.295,0,0,95.2051,0,96.9794,0,0,191.945,3.99074,0,0,336.745,0,0
"Cpne9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpox",0,0,0,0,0,0,0,0,0,0,0,0.441855,0,0,0,0.0826339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpped1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpsf1",180.785,0.222366,0,0,0.272386,0.0522902,0.0600105,0.826291,8.55937,0,0.0672508,0.122985,0.149508,6.08546,0.0624194,0,0,0.0566987,0,0.354683,0,6.05025,0,0,0,0,0,0,0.0555977,0,0,0,0,0,0,162.447,0,0,0,0,0.0757723,0
"Cpsf2",0,0,0.196849,0,0,8.7331,0,0,0,0,0.510692,9.2888,0,6.11957,0,0.0481693,0,0,0.629529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpsf3",26.3232,0,0,0,0,166.917,0,0,0,0,0,0,0,3.63052,0,0,0,0,0.227472,0.108092,0.588797,0.266289,0,0.631151,0.482414,0,0,0.210015,0.100959,0.3422,0,0.10726,0.100342,0,0,0.151176,0,0.101511,0,0,0,0
"Cpsf3l",0.115507,0,0.117162,0,0.135827,7.56667,0,0,0.122621,0,0.135225,0,0.896282,0.218564,0.12481,51.5474,0.310904,0,1.12524,91.4521,0,0.146314,0.262379,0.138727,0,8.73421,578.162,0,0,0,0,0,0,0,0,0,0,0.111576,0,0,0,0.130411
"Cpsf4",0,0,0,0.205921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202389,0,0,0,0,0.381657,0,0,0.168185,0,0,0,0,0,0,0,0,0
"Cpsf4l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpsf6",0.274078,0.417006,40.4803,13.0315,1.33878,0.248135,0.203426,0.104964,0.750421,0.324457,0.229106,0.375156,7.45253,0.297381,0.169162,0.194454,56.829,0.0768175,11.9886,0,0.384366,0.149083,0.0892515,0,0.224875,14.3046,0.117216,0,0,0.0853191,0.0407218,4.25642,9.32773,0,0.225816,0.113346,0.0465487,0,0.0482431,0,0.0513542,0.0443276
"Cpsf7",0.0734287,0,0.149031,0.0857286,0.432405,101.252,0.228681,0.06561,0.156168,1.73585,3.6668,3.59296,0.189818,0,0.237993,0.724213,0.197904,19.2433,21.9869,1.4102,0.205841,0.372486,0.376049,7.59085,0.252944,0.079475,0.109778,0.660396,0.0706159,0.239563,0,0.0751197,0.280751,0.246317,21.0386,0.211905,0,3.51205,0.361282,29.0635,0,0
"Cpt1a",0,0,0.0613727,0,0,102.597,0,0,0,0,0,11.9677,0,0,0,1.56249,0,0,12.7601,0,0,0,0,0,19.3056,2.42325,0,0,0,0,0,0,3.70055,0,0.929481,0,0,0,0,0,0,0
"Cpt1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpt1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8491,0,419.862,0,0,0,50.0341,0,54.0682,0,0,0,0,0,0,3.8579,0.110631,0,0,0,0,0,0,0
"Cpvl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpxcr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpxm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpxm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cr1l",120.008,0.490003,0,0.395806,0.995429,0.153051,6.32019,113.574,0.539062,1.1973,53.63,9.89616,11.3421,0,0,14.0262,0.683737,0,0.550976,1.22114,306.527,0,6.91837,0,0,0,0,0,261.615,0,0,53.77,12.4479,0.188409,32.4872,0.242581,0,0,0,0,0,0
"Cr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crabp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crabp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cradd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163773,0,0,0,0,0,0,0
"Cramp1l",1.76201,0.164075,0.0343979,2.53264,0.998987,3.25223,20.7772,11.8393,0.0721739,0,6.10666,2.02045,0,1.28711,0.695362,0.269222,0,0,5.31573,0.0697239,0,0.0430123,87.1221,0.040755,0.038925,0.0367435,5.32666,0.0677074,0,0,0.0352532,0,2.3994,0,0.0325759,0,3.50497,0,0,0,0.00444462,0
"Crat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587755,0,32.9643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crb2",0,0,1.27097e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54565e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01985e-10,0,0,0,0,0,0,0
"Crb3",0,0,0,0,0,0,0,0,0,0,0,0,256.951,113.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crbn",0.0646084,0,0,0,0.170576,0,0,3.29187,0,0,0,0.137415,0,0,0,0,2.5088e-191,0,29.165,0,0,0,0,121.321,0,20.9094,0,0,0,0,47.4487,0,30.7105,0,0.0620579,0,0,0.0624229,0.0795008,38.1539,0,0
"Crcp",254.43,0,0,18.2223,0,0,0,0,0,0,59.1149,0,0,36.9991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187086,0,0,0,0,0,0,0,0,0,0,373.659,0,0
"Crct1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creb1",0.153903,0.268317,0.0624943,4.49357,60.5755,0.501719,0.159963,0.247555,0.393424,2.15076,0.252144,47.1312,0.398734,10.7636,5.65743,0.641928,1.7183,0.0905732,8.59184,0.57004,0.172691,4.61093,0.350958,0.0740458,0.247525,2.16988,40.65,23.741,0.0592794,0.0330531,0,0.0947586,0,0,0,0.0891737,0,0.029742,0.0379405,0,0,0
"Creb3",0.358883,1.20902,0.363793,1.25606,3.92847,0.971216,2.97068,0.641202,2.09017,2.11002,1.47096,69.0765,1.38374,0.507838,0.581873,0.715252,2.41034,0,78.8353,30.8184,0,6.80777,0,0,0,0,438.009,0,0,0.201073,189.244,0.182188,0,0.199182,12.5406,0.256391,0.212942,3.46576,0,16.2193,1.97824e-09,0
"Creb3l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creb3l2",46.3704,0,0,0,0,21.4362,0,2.20312,0,0,0,89.4028,58.9363,25.1748,56.6258,0,0,0,1.46327,2.94555,0,0,0,0,0.091315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creb3l3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creb3l4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crebbp",0,0.0657378,8.30351,0,0,2.07439,2.15167,1.2435,0.144584,0,0.198594,18.1055,29.5184,6.70393,3.14649,1.34832,0,4.79405,1.76258,7.15844,0.0476021,0.560078,0,0.122466,0,39.8216,0.15244,0.203456,1.27451,0,0,116.755,42.5456,0,0.587327,0,0,0,0,56.7303,0,0
"Crebl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crebzf",0.366323,0.607686,0.79672,20.2878,2.31277,0.426258,0.48921,0.420861,1.22524,0.619117,0.36748,5.23512,0.677129,13.0589,0.423957,0.415965,12.0662,0,0,0.107677,0.0733731,0,0,0,0.120204,0.0566978,0,4.65351,0,0,3.31731,0,0,0,0,0,0,0,0,0,0,0
"Creg1",0,0.372791,0,0,0,0,0,0.115098,0.410069,0,60.7839,0,0,79.7251,0,0,0,0,0,0.132508,0,0,0,0,0,0,0.192225,0,0,0.279311,0,0,8.97381,0,0.123513,0,0,0,0.157994,628.814,0,0
"Creg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creld1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13656,0
"Creld2",0.639137,1.43342,0.863553,2.73337,1.7477,167.15,1.76171,33.2085,0.450606,0.500231,7.23634,5.19154,0.81998,53.3795,118.154,0.637393,0.571769,0,0,0,0,0,0,0,0,0,0,0,0,0.229866,0,0,0,0,0,0.303471,0,0,0,60.0026,0,0
"Crem",0,0,0,0,0,0,0,0,0,65.3461,0,0,0,0,0,7.96211,0,0,0,1.29154,0,0,0,0,0,0,0,7.46414,0,0,0,0,0,0,0,0,0,0,0,0,1.06563,0
"Crh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crhbp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crhr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crhr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crim1",0,0,0,0,0,0.387411,0,1.33847,0.182245,0,0,0.455563,0,0,0.0462247,0,0,0,0.0463035,0,0,0.86898,0.0487682,0.617577,53.4816,0,0,0.342061,0,0,0,0,2.00609,0.0958999,2.01547,0,1.42452,0,0,0,0,0
"Crip1",263.417,0,323.518,3.45992,1.13672,946.94,6.03621,397.887,2.04513,1.12967,453.326,265.971,3.69097,171.802,85.7215,740.309,977.405,295.543,215.388,126.556,276.1,130.121,70.7652,32.9568,1.12848,77.635,0,127.33,495.06,1.03126,1.9593,2.87626,0,42.0029,779.852,0,0,523.46,0,29.1469,0,0
"Crip2",748.195,34.8395,617.871,90.4692,0.703996,409.45,873.187,346.232,0.211773,17.399,847.514,494.269,39.8284,200.24,279.922,480.105,147.239,54.6013,235.498,780.975,1465.32,1259.33,0.679343,731.122,665.356,41.6714,276.298,724.1,638.422,239.339,54.4027,473.33,655.417,132.559,174.362,0,14.7221,891.523,4.40205,458.921,269.279,817.693
"Crip3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cript",0.255387,0,5.17372,0,0.298852,542.439,0.790928,29.4259,0,0,97.5333,250.263,0,13.9257,9.11317,0,77.3529,0,13.556,329.418,0,0,0,0.611942,0,0.274084,0,174.505,0,0,410.678,54.1588,0,0.282023,0,0,0,0,0,25.0584,0,0
"Crisp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crisp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crisp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crisp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crispld1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626799,0,0,0,0,0,25.0973,0,0,0,0.0801773,0,0,0
"Crispld2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crk",0.0725566,0.0701519,0.0736273,62.5176,0.512691,92.2785,24.2523,0.583486,0.0771548,0.171511,0.254775,0.0771731,0,25.3111,59.4138,69.9605,7.91968,23.6408,69.8016,0.0746411,0.305082,0,0.0825697,30.6973,0.0833079,17.9846,0.216957,75.9779,4.95431,0.157808,0,18.6324,0.4161,1.3792,0,0.104697,0.0862222,0,0,1.77282,0,0.0820451
"Crkl",0.135408,0.130947,0,0.316196,0.478482,0.0612499,0.421744,0.0604963,0.504057,0.400193,0.0792431,0.144042,1.6631,0.128388,0.073138,0.134585,59.8585,0,1.17222,0,0,0,0,0,0,0,0,8.55749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crlf1",0,0,0,0,0,0,0,0,0,0,0,0,1.98458,1.13292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crlf2",0,0,0,0,0,0,0,0.982746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46578,0,0,0,0,0,0,0,0,0
"Crlf3",0.115132,0,0,0.134379,0,0,0.238718,0,0.122224,1.49379,19.6787,115.463,21.6774,0,0,0.114558,91.1872,0.113055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crls1",0,0,0,164.167,0,0.160482,0,18.5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58536,0,0,0.987439,3.74701,0,0,0,0,0,0,0
"Crmp1",0,0,0,0,0,0,28.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crnkl1",0,0,0,0,0,0,0,67.2909,0,0,0.59833,21.2867,0,8.71697,0,30.0721,0,0,0.368793,0,0,0,0,0,0,0,0,0.595891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crnn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crocc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crot",0.0952733,0,0,0,0,0,0.0988307,0,0,0,0,0.101271,1.10695,0.360885,26.2485,0,0,0,0.103113,322.189,0,0,0,0,0,0,0,28.5607,0,0.72433,0,56.9295,0,0,0,0,0,0,0.117047,0,0,0
"Crp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crtac1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crtam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crtap",0.491393,2.52422,2.49096,3.82229,9.37401,0,0,0,0,0,0,0.173779,0,0,0,41.7702,0,0,0,0,0,0,3.5269,0,0,0,0,0,0,16.0381,0,0,0,0,0,0,0,0,0,0,0,0
"Crtc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490194,0,0,0,0,0,14.4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crtc2",0,0,0,1.43013,0,0.0922834,0,0,0,0,0,1.19355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5147,0,0,0,0,0,0,25.3719
"Crtc3",0,0,0,0,0,0,0,2.57263,0,0,0,8.97724,0,0,0,0,0.953526,0,0,21.9286,0,0,0,0,0,109.784,0,9.48749,0,0,0,0,0,0,0,0,7.565,0,0,0,0,0
"Crx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181715,0,0,0,0,0,0,0,0,0,0,0.0355927,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crxos1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
