,Adult_1_L28_C01_IL4898,Adult_1_L28_C02_IL4898,Adult_1_L28_C08_IL4898,Adult_1_L28_C10_IL4898,Adult_1_L28_C14_IL4898,Adult_1_L28_C15_IL4898,Adult_1_L28_C16_IL4898,Adult_1_L28_C17_IL4898,Adult_1_L28_C18_IL4898,Adult_1_L28_C19_IL4898,Adult_1_L28_C26_IL4898,Adult_1_L28_C31_IL4898,Adult_1_L28_C38_IL4898,Adult_1_L28_C39_IL4898,Adult_1_L28_C40_IL4898,Adult_1_L28_C45_IL4898,Adult_1_L28_C53_IL4898,Adult_1_L28_C56_IL4898,Adult_1_L28_C57_IL4898,Adult_1_L28_C58_IL4898,Adult_1_L28_C59_IL4898,Adult_1_L28_C60_IL4898,Adult_1_L28_C61_IL4898,Adult_1_L28_C62_IL4898,Adult_1_L28_C63_IL4898,Adult_1_L28_C64_IL4898,Adult_1_L28_C66_IL4898,Adult_1_L28_C68_IL4898,Adult_1_L28_C69_IL4898,Adult_1_L28_C72_IL4898,Adult_1_L28_C73_IL4898,Adult_1_L28_C74_IL4898,Adult_1_L28_C80_IL4898,Adult_1_L28_C81_IL4898,Adult_1_L28_C82_IL4898,Adult_1_L28_C87_IL4898,Adult_1_L28_C88_IL4898,Adult_1_L28_C95_IL4898,Adult_1D_L28_C33_IL4898,Adult_1p_L28_C21_IL4898,Adult_1p_L28_C51_IL4898,Adult_1pp_L28_C25_IL4898,Adult_1pp_L28_C34_IL4898,Adult_1pp_L28_C65_IL4898,Adult_1pp_L28_C67_IL4898,Adult_1pp_L28_C75_IL4898,Adult_1pp_L28_C79_IL4898
Dennd5b,0,0,4.72618273,0,5.513039043,0,0,4.409750716,0,0,0,0,0,0,3.557275287,0,0,4.421209832,0,0.596505847,0.976136306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.318244524,0,0,0,0,0,0,0,0
Denr,3.826914517,0,0,5.377953164,0,0,0,0,2.632817266,5.571425014,0.33850999,4.219718383,5.203514411,0,0.080616735,2.859468691,3.991653355,0,1.454302255,0,1.233489301,0.420972784,0.658618237,6.927766112,0,0,5.64854885,0,1.526679824,0,5.985555077,5.520085895,6.407104575,0.432253917,3.130466366,0,0,5.009378527,0,5.896732004,0,7.795383837,0,1.697244497,0,0,0
Depdc1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.624940175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888604451,0,0,0,0
Depdc5,1.186418152,0,0,0,0,6.190703742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.356763585,0,0,0,0,0,0,0,0,0,0,0,0
Depdc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.962225097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deptor,0,5.177889895,0,5.144258515,0,0,1.48151595,0,0,0,4.632553236,0,0,0,5.573171512,3.156649018,0,4.387982833,0,0,0,0,0,0,0,0,0,0,4.678990204,0,0,0,0,0,0,7.320926878,6.666145873,0,0,5.215367972,0,0,0,0,0,0,0
Dera,0,0,0,0,0,0,0,5.526125166,0,0,2.935180611,0,0,0,0,0,0,0,0,0,2.225589598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derl1,5.222120602,4.821694911,3.156236416,5.988625615,0,1.855204371,6.598990412,5.511683087,4.668590035,0,0,3.250787288,1.394195825,2.783626373,0,4.443971257,0,0,1.262739826,5.288221965,0,0,0,6.134818516,0,0,0,0,0,0.337014549,0,0,3.072536315,0,1.150598668,0,0,0,5.8509719,2.813760673,0,3.70886041,4.545752196,0,3.873025701,0,3.475253533
Derl2,0,0,3.287590496,1.68972855,5.753583144,0,0,2.289610225,2.239086371,0,0,5.607265206,0,0,6.627967175,2.578740706,0,1.699094055,1.236223188,0,0,0,5.030781885,5.274090168,0,0,5.020493312,0,0,0.341131829,0,0,1.417596013,0,0,6.749909641,0,6.575758565,0,0,5.193822986,0,0,0,0.141236582,0,0
Derl3,0,0,0,0,0,0,0,0,0,0,0,0,4.088438452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1347368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des,0,0,0,0,0,0,0,7.268331458,0,0,0,0,0,0,0,0,0,0,0,4.123012234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488391609,0,0,0,0,0,0,0,0
Det1,0,4.807777364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dexi,2.336591892,0,0,3.69110978,0,0,0,0,4.276407332,0,0,6.336133397,0,3.33752557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.746726595,0,0,0,0,0,0,0,0,0,0,0
Dffa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01343546,0,0,0,0,0,0,3.520183351,0,0,0,0,0,0,0
Dffb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.112770181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dfna5,0,0,0,0,0,1.733297933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28300869,0,0,0,0,0,0,0,0,4.600834683,0,0,0,3.545610121,6.196850935,1.436630932,0,0,6.267075051,0
Dgat1,0,7.366750587,2.737347137,5.935669536,0,0,0,0,0,0,3.659045434,0,0,0,0,0,0,6.610584911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69657812,0,0,0,0,0,0,2.673167432,0,0,0,0,0,0
Dgat2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.341279522,0,0,0,0,0,0
Dgcr14,0,0,0,0,0,5.955891644,0,0,0,0,0,0,6.699523871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.453843482,0,0,0,0,0,7.731712748,0,0,0,0,0,0,0,0,0
Dgcr2,0,0,0,5.739691514,0,0.943043631,0,0,0,1.656304151,0,0,0,0,6.275135588,0,0,6.261745173,5.805803191,0.202210824,0,0,0,0,0,0,0,6.284649232,0,0,0,0,0,0,0,0,0,0,0,0,2.575641499,0,0,0,0,0,0
Dgcr6,0.629641051,0,0,0,0,0,0,5.500757446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.419576812,4.542220898,0,3.96779573,0,0,0,4.580712318,0,0,0,4.660922914,6.467312091,0
Dgcr8,0,0,0.730461714,0,2.076552254,0,0,0,0,0,0,0,0,0,0,0,2.204932604,0,3.384201807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.463730341,5.763454069,0,1.428940987,0,0,3.121991792,0,0,0,0,5.809468467,0,5.747245057
Dgka,0,0,4.257734802,0,2.223629517,0,0,0,4.476744584,0,0,4.941524219,0,0,0,5.903231131,0,1.508372871,0,0,1.785558921,0,3.99494171,0,0,0,0,0,0,0,4.812888368,0,0,0,3.803134023,6.413463766,0,0,0,0,0,0,0,0,0,0,0
Dgkb,0,0,0,0,0,0,0,2.516837148,2.361538183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.686803041,0,0,0,0,0,0,0,0,0,0,0,0,0,5.826451881,0,0,0,0,0,0,0,0,0
Dgkd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703286785,0,0,0,0,0,0,3.377817853,0,0,0,1.093512852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dgke,0,0,1.357000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812292845,0,0,0,0,0,0,0,0,0
Dgkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dgkh,0,0,0,0,4.029938709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dgkq,0,0,0,0.214087494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dgkz,0.190349367,0,0,0,0,4.240528046,0,0,0,0,0,0,5.376325117,0.14484257,0,0.03269332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34999363,0,0,0,0,0,0,0,0,0,0,0,0
Dguok,0.448795255,0,5.766176391,0,5.069624841,0,3.061900592,6.678480423,0,0,3.28883692,0,0,0,0,0.706022122,0,4.915382265,0,0,0,4.887666609,3.782450503,0,0,0,6.403097262,0,0,0,0,0,4.31764415,0,0,0,0,6.592316498,0,0.232574806,5.695211585,0,2.715610074,0,8.005085543,0,0
Dhcr24,0,0,0,0,0,0,0,0,0,1.742549545,0,2.412312743,0,0,0,0,0,0,0,1.995777551,1.895961767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.300709472,0,0
Dhcr7,0.303926836,0,0,0,0,0,0,0,0,0,0,0,0,1.065510274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhdds,0,0,0,0,0,0,0,1.07865082,0,3.088000781,0,0,0,0,0,0,5.862652234,0,1.560284527,0,0,0,0,0,2.683914246,1.340209029,0,0,0,3.441828708,0,0,0,2.716977729,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhdh,4.791069094,1.978660586,0,0,0,0,0,0,0,1.268841573,0,0,0,0,0,0,0,4.319162685,3.770490792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhfr,0,1.487084973,0,0,0,0,0,0,0,0,0,0,1.542867197,0,0,0,0,0,0,0,0,0,0,2.333821565,0,0,0,0,2.514998345,0,0,0,3.146319597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhodh,0,0,0,0,0,0,2.431844896,6.356966011,0,0,0,1.313756655,0,0,0,0,0,0,0,0,0,0,0,6.73408635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhps,0,0,0,0,0,1.258084694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.837398345,0,0,0,0,0,0,0,0,0,0,0,0,6.797090819,0,0,0,0,0,0,0,0,0,0,0,0,1.607384765
Dhrs1,0,0,0,0,0,0,0,0,5.159217436,3.910099425,0,0,0,0,1.359121928,0,0,0,2.27326224,2.345191965,6.775248121,5.79747218,0,0,6.025584763,8.128040734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhrs11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.650549173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.081475982,0,0,0,0,0,0
Dhrs13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhrs3,7.589883307,5.288797801,8.932492337,0,0,2.613633015,0,0,6.171613169,0,8.456034009,0,0,7.154230787,0,7.426273142,0,8.070190729,0,0,8.41174824,0,0,8.348582107,4.736626521,8.361952544,0,9.325730442,0,3.148922719,0,5.949859386,0,0,7.866394934,0,8.40045254,5.143609741,0,6.297422552,0,0,8.289276567,0,3.152373278,0,0
Dhrs4,0,4.609211249,0,0,0.787841978,8.129504557,5.373742161,0,0,1.049979203,0,0,0.01745162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.078481749,0,2.688764481,0,0,0,0.992456659,0,0,0,0,0,0,0,0,0,0,0,0
Dhrs7,3.794447059,6.358686361,0,7.562074482,6.846418095,7.081786991,6.982274899,0,4.810144868,0.162545208,3.163154119,5.982644549,2.130634395,7.266430507,3.567922621,6.560406209,1.191316285,5.661370523,0,0,0.967788354,0,0,3.423174752,6.260966565,0,8.287583108,0,8.680837705,7.898939916,0.479923799,0,4.379087199,7.541654221,0,3.443023091,6.110947821,4.556276125,5.599338625,0,5.807826297,0,0,0,3.211325315,8.284093027,8.197899784
Dhrs7b,0,1.713251502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.429702992,0,0,0,0,0,0,0,0
Dhrs9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82806284,0,0,0,0,3.199165055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhrsx,0,0,0,0,0,0,0,0,0,0,0.040457628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.741311652,0,0,0,0,0,0
Dhtkd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhx15,1.863034501,0,0,3.575905263,0,3.061624145,0,2.063036925,4.941500744,0,0,0,0,6.065027235,7.991595538,4.622619998,0,3.812036078,4.653633311,4.398897571,5.796078556,5.063442541,0,0,1.862010928,4.580241983,0,5.942125042,0,0.419668324,2.953930085,0,0,0,4.970614412,0,4.835388521,0,0,0,0,0,4.561442232,0,0,4.716239181,0
Dhx16,1.715115819,0,0,0,0,0,0,0,1.493519248,4.229464873,0,0,0,0,0,0,0,0,0,2.430890061,0,0,0,1.207049472,2.294723664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853157324,0,0,2.02905704,0,0,3.191723713,0
Dhx29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.126208865,0,0,0,4.035571127,5.416069559,0.833222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.218254201,0,0,0,0
Dhx30,0,0,3.875681783,2.290138314,0,0,0,0,0,0,0,0,0,5.751453009,0,0,0.264752594,0,0,0,0,0.274029022,0,1.468374782,0,0,1.775160136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521714124,0,0,0,0.045526846,0.331418598
Dhx32,1.340157745,0,0,7.208702579,0,0,0,0,0,0,0,0,4.002342477,5.142834095,0,0,0,0,0,0,0,5.297510594,0,0,0,0,2.621090679,0,0,0,2.075789316,0,0,7.484097841,0,0,0,0,5.528871328,0,1.607976496,0,0,0,0,0,0
Dhx33,0,0,0,0,0,0,4.311415923,2.047594225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.749394818,0,0,0,0,0,6.388692395,0,0,0,0,0,0,0.334293668,5.225294213,0
Dhx34,0,0,0,0,0,0,0,4.417474496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhx35,0,0,0,0,0,0,0.645212839,0,0,0,0,0,0,0.866393698,2.468784003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhx36,0,0,0,0,0.932446746,5.936388243,7.526201867,0,0,0.19977598,0,4.730118209,0,0,0,0,0,5.776827787,0,0,4.65244634,1.31641224,4.022980274,0,1.277336132,0,0,0.982210543,0,5.705939208,0,5.831025962,6.944706205,0,0,0,0,6.278163214,4.326954335,2.299810252,0,0,0,0,0,0,0
Dhx37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822138675,0,0,0,0,0,0,0,4.426774641,0,0,0,0,0,0.788869429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhx38,0,0,3.770617647,2.50772615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.658165773,0,1.901185494,2.027578727,0,0,0,0,0,4.750317079,6.088995951,0,0,0,0.60161095,0,0,0,0,3.607744567,0,3.03027957,0,0,0,0,0
Dhx40,0,0,0,0,0,0,4.742981695,0,0,0.792180688,0,2.201658951,4.375234095,0,0,0,0,5.872646565,0,2.438010673,0,0,1.08161914,0,0,0,0.317836586,0.335963388,0,0.491596594,0,0,2.680169051,0,2.03601444,0,6.808848369,0,0,0,0,0,0,2.402430225,0,0.602209806,0
Dhx57,0,0,0,0,4.554723906,0,0,3.560164669,0,0,0,0,0,0,0,0,1.154829448,0,0.229083353,0,0,0,0,0,0.771209487,0,0,0,0,0,0,1.314481918,0,0,3.294292843,0,0,0,1.654114703,0,0,0,4.500489775,6.704968768,0,0,0
Dhx58,1.870984082,0,0,0,0,0,0,0,0,0,0,0,0,4.895346251,0,0,0,0,0,0,0,0,0,6.516809419,0,0,0,0,0,0,0,0,0,0,3.619154735,0,0,0,0,0,0,0,0,0,0,0,0
Dhx8,0,0,0,0,0,0.215392825,0,0,0,2.829315806,0,0,0,0,0,0,0,0,1.490852481,0,0,0,0,0,0,5.204543757,0,0,5.302816194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhx9,0,0,0,0,0,0,0,0,0,0,0.698013952,0,0,0,3.122316556,0,0,4.362638205,4.444163467,0,0,2.463324262,2.232949267,2.318999339,3.934393834,0,1.826725413,0,0,0,3.969334713,0.826566791,0,0,0.562083643,0,0,0,0,0,0,3.483996304,0,0,0,2.913046408,0
Diablo,0,0,0,4.102406184,6.833105137,6.186050834,0,0,0,0,7.390598906,0,5.009499461,0,0,0,6.435028457,5.951324352,1.685644181,0.562142272,0,0,3.763772734,0,0.549915554,0,2.545192465,0,0,0,0,0,0,0,0,6.428546099,0,0,0,0,2.28602947,0,0,0,0,0.461748562,0
Diap1,0,0,0,0,0,0,0,0,0,4.645799633,0.429867661,0,4.037557935,0,0,0,1.63651094,0,2.075895399,0,0,0,0,5.282806734,0,0,0,0,0,5.881769832,0,0,0,0,0,0,0,0,2.729602799,0,0,5.544673933,0,0,2.659467937,6.301786991,0
Diap2,0,0,0,2.802360746,0,0,0,0,0,1.994912755,0,0,0,3.451052819,0,6.015566702,0,1.704022029,0,0,0,0,0,0,3.933940818,4.52922126,0,0,0,5.042968207,3.523599591,5.414835733,0,4.682219322,0,0,1.804412949,2.51572002,0,0,0,5.778108678,1.501423858,0,0,0,0
Diap3,0,0,0,0,0,0,0,0,0,1.465415557,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150501188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.215722079,0,0,0,0,0,0
Dicer1,4.981907438,2.55885537,0,0,0,0.980719967,0,0,0,1.056056293,0,0,1.644963754,0,0,0,0,0,0,0,0,0,0,0.314545724,0,0,0,0,0,0,0,4.547227707,0,0,0,0,4.105191958,0,0,0,0,4.173231393,0,0,0,0,0
Dido1,2.367496877,0,0,0,2.96932366,0,1.353639464,0,0,0,0,0,1.053431127,1.78354885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500332973,0,0,3.716650751,0,0,0,2.485357267,0,0,0,0,0,0,0.587576219,0
Diexf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66464212,0,0.247271318,0,0,0,2.895182392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimt1,0,0,0,2.396433531,0,0,0,0,0,0,0,0,0,0,0,1.891594166,0,0,0,0,0,0,0,0,1.919015845,0,0,0,0,0,0,0,0,0.903246559,0,2.73954787,0,0,0,0,0,0,0,0,0,0,0.757390276
Dio2,0,3.715684747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472742495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.056441333,0,0,0,0,0,0
Dip2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123825089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dip2b,0,0,5.374566567,0,0,1.95363774,0,2.373419923,0,0,0,0,0,0,0,0,0,1.726953253,0,0,0,0,0,0,0,0,0,7.165841611,0.68869064,0,0.929563784,0,0,1.038063871,0,0,1.0305974,0,0,0,0,0,0,0,0,0,0
Dip2c,0,0,2.899950919,0,0,0.972575028,4.561173365,2.003087668,0,0,0,3.673624261,0,1.44420058,0,0,0,0,1.428410425,2.231991437,0,0,0,2.182549292,0,4.039191046,0,0,4.666046429,0,0,0,0,1.057013498,0,0,0,0,0,0,0,0,1.332627742,0,0,0,0
Diras2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirc2,0,4.633663697,0,0,4.503749428,0,2.051347738,0,5.42271068,0,0,0,0,0,1.878843028,2.906653974,0,0,4.936143216,0,0,0,4.000504855,0,0,0,0,0,3.667631032,0,0,0.431077333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dis3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061376593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dis3l,0,0,0,0,0,4.86062517,0,0,4.085798539,0,0,5.836343284,0,0,0,0,0,0,0,1.723410025,0,3.72531581,0,0,0,0,0,0,4.637801496,0,0,0,4.256821969,0,0,0,0,0,0,0,6.23412573,0,0,0,0,0,4.391396552
Dis3l2,5.944275161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856061432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62521437
Disp1,0,0,0,0.230498164,0,0,0,0,0,0,0,0,2.807938065,0,0,0,0,0,0,0,0,6.134976596,0,0,0,1.296915473,0,0,0,0,0,0,2.999980163,0,0,0,2.360434513,0,1.967898995,0,0,0,0,0,0,0,0
Dixdc1,0,0,0,0,0,0,0,0,0,1.280095189,0,0,0,0,3.328621078,0,0,0,0,0,0,1.232335346,2.998740699,0,0,0,0.028243802,0,0,0,0,0,0,0,0,0,5.936798099,0,0,0,2.373461686,0,0,0,0,0,0
Dkc1,0,0,0,3.889629291,0,0,0,0,0,0,3.98006187,6.787771993,0,0,7.454110075,0,0,0,5.424512326,0,4.43162296,0,0,0.696999787,0,0,0,0,5.142213277,0,6.660937171,0,2.429249051,0,6.259726318,6.776025006,0,0,0,6.964675869,0,0,3.563573059,0,0,0,0
Dkk3,6.609769734,0,6.570109197,7.042184668,3.871193107,0.239373599,6.746205259,0,3.508631478,3.214811787,1.962193626,0,0,0,0,5.151461079,0,5.775145383,4.877621567,6.482302976,4.376109757,7.037920277,4.134623458,0,0,7.011260806,0,0,6.397902195,0,0,4.422185897,1.7697252,4.577350271,4.489870433,1.71847342,4.99192087,7.063675503,0,0.993812013,0.997856006,0,6.477128442,0,0,0,0
Dlat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905308535,3.121673584,0,0,0,0,0,0,0,0,0,0,0,5.355446245,0,0,0,0,0,0,0,2.009891753,0
Dlc1,0,0,0,5.170413832,5.752646914,0.091219138,2.932958796,3.634151797,5.003687681,0,0,0,2.093884645,2.520384531,0,5.100140877,0,0,0,2.807748518,3.865800069,4.183740572,4.174422399,4.647078455,5.102515366,3.492263405,0,0.476277986,4.207010414,5.379052532,0,0,0,4.556036959,3.270096817,1.876558201,3.810700154,0,0,1.297995462,5.479308179,1.347977403,4.910574379,0,0,0,0
Dld,0,2.820648719,0,0,0,0,6.978184187,0,5.850199342,0,1.471000119,0,0,0,4.484982357,0,3.144173661,0,0,0,4.916510084,2.415950617,0,0,0,0,0,0,0,0,0,0,6.26976815,0,0,7.863418154,7.399273651,6.046501974,0.003961966,6.355978257,7.51558158,0,0,0,0,0,0
Dleu2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.112002801,0,0,0,0,2.396592452,0,0,0,0,2.71091551,0,0,0,0,0,5.575000641,0,0.509827566,0,0,6.118459402,0,0,0
Dlg1,0,0,0,5.689922516,0,0.349150103,0,0,0,0,2.901206737,0,0,1.502473184,0,2.554409578,0,0.914105237,5.743466497,0,6.069107078,0,3.735706293,1.468557252,6.485904963,0,0,0.413323281,0.485880174,2.891430853,5.433987629,5.277713287,0.213229061,0.648474647,0,1.311979673,4.472013294,0,0,6.001097383,4.632087867,2.056233216,0,0,0,0,0.432745659
Dlg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894394834,0,0,0,0,0,0,0,0,1.00570179,0,0,0,0,0,0,0,1.495567258,0,0,4.657977204,0,0,0,0,0,0,0,0,0,0,0,3.292376855
Dlg3,0,0,0,0,0,0,0,0,1.420654863,2.889317778,2.032654534,0,3.774101781,0,0,0,0,0,0.172999473,4.609607234,0,0,0,0.748418295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792263997,0,0,0,0,0,0,0,0
Dlg4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlg5,0,0,0,0,0,5.163937432,0,0,0,0,0,0,0,0,0,0,0,2.543134546,1.507485141,2.568868771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.706530553,0,0
Dlgap4,2.924016249,3.139235357,4.089125226,3.811779266,5.995145287,4.292509378,5.081343889,4.316652624,2.154327206,3.587581019,3.735998665,0,5.806383352,2.647160215,0,0,0,0,3.044784032,1.381626699,0,0.01171031,0,4.600906026,3.078859143,2.275442175,0,4.814329952,4.875352498,0.466381756,5.282006042,4.67410468,3.907544469,0,4.087878617,4.442671514,0,4.175572504,5.307362947,0,5.494060333,0,7.140696868,0,2.152598803,0,3.104829776
Dlgap5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlst,0,0,0,0,0,0,0,0,0,0,0,0,5.336754686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.866373914,0,0,0,0,0,0,0,0,3.541700678,0,0,0,0,4.723569483,0,0,1.980687069,0
Dmap1,6.444703505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315902376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
