"","AT2_1_C01_IL3542","AT2_1_C02_IL3541","AT2_1_C05_IL3548","AT2_1_C06_IL3544","AT2_1_C07_IL3542","AT2_1_C08_IL3541","AT2_1_C09_IL3541","AT2_1_C10_IL3548","AT2_1_C11_IL3548","AT2_1_C12_IL3544","AT2_1_C13_IL3542","AT2_1_C16_IL3545","AT2_1_C17_IL3545","AT2_1_C19_IL3542","AT2_1_C20_IL3548","AT2_1_C31_IL3541","AT2_1_C32_IL3542","AT2_1_C34_IL3545","AT2_1_C38_IL3542","AT2_1_C40_IL3545","AT2_1_C41_IL3545","AT2_1_C43_IL3541","AT2_1_C50_IL3543","AT2_1_C51_IL3544","AT2_1_C53_IL3549","AT2_1_C54_IL3547","AT2_1_C56_IL3543","AT2_1_C59_IL3546","AT2_1_C62_IL3543","AT2_1_C63_IL3544","AT2_1_C65_IL3546","AT2_1_C66_IL3547","AT2_1_C67_IL3543","AT2_1_C68_IL3544","AT2_1_C70_IL3546","AT2_1_C72_IL3547","AT2_1_C76_IL3547","AT2_1_C78_IL3546","AT2_1_C80_IL3544","AT2_1_C83_IL3547","AT2_1_C89_IL3547","AT2_1_C92_IL3544","AT2_1_C93_IL3543","AT2_1_C94_IL3547","AT2_1_C96_IL3546"
"Prrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prrt3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prrt4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prrx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prrx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prrxl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss36",0,0,0,0,0,0,0,0,0,0,0,0,0,1.14649882393612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68850490048378,0,0,0,0,0
"Prss37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36035022881158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prss8",0,4.87063597007262,7.08990063237077,0,0,0,0,3.98883008492957,0,0,4.02802980876237,0,0,0,0,1.44758448598022,0,0,0,0,0,0,2.78273565055915,0,6.17381502887568,0,6.02664958636986,0,3.85140924984498,0,0,0,0,0,4.96847326902494,0,0,0,0,0,0,0,6.00315469795585,0,0
"Prtg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36463125943795,0,0,0,0,0,0
"Prtn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prune",0,0,0,0,0,0,0,0,0,2.53052276247561,0,0,4.56184543763774,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68208332705365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3738374960954,0,0
"Prune2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psap",0,0,0,0,0,0,0,0,0,0,5.517480427978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psapl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298951516468052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psd3",0,0,0,0,4.32771610283484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63090632031252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psen1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63377556764811,0,0,0,0,0,0,0,4.2322232776088,0,0,0,0,0,0,0,0
"Psen2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61582823523496
"Psenen",0,0,3.42684171733362,0,6.30472823283643,4.90007944909455,6.42266359165502,0,5.74975146005261,0,0,0,0,2.79388132030482,5.35895531048925,5.29341462964442,7.03981833624256,0,0,0,0,0,0,0,6.41897754698278,0,0,0,0,6.16539344003469,0,0,0,0,0,5.36669988859949,0,0,4.26936235464763,5.65697108898593,0,0,0,0,0
"Psg-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71541019541636,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psg29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psip1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19413118983835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pskh1",7.03890801818564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57821416547245,0,0,0,0,0,0,0,3.4786224105655,1.21223313772895,0,0,0,0,0,0,0,0,0,4.09563753983178,0,0,0,0,0,0,0,0,0,0
"Psma1",4.39014487524741,7.95953254528291,0,0,0,0,4.42737821968387,0,6.53825878513127,0,0,0,0,4.16411045984484,0,0,7.93027015984671,0,0,4.45260861234675,3.69521436916039,7.13021016577676,0,0,0,0,3.7372216498117,2.21647349045809,0,0,0,4.4552219942648,0,0,0,6.04066014330502,7.23889192491814,8.73527168766297,0,8.51323806233309,0,8.45243070399774,7.90151255620009,0,0
"Psma2",0,7.31526732847333,0,0,0,7.35895882583233,0,0,0,5.50024755398113,0,0,8.13188782006572,5.07480511040397,0,4.16949212799578,8.08690050492646,0,0,0,0,0,7.50964834241218,9.12235435080178,8.19015061063822,0,7.17042585027251,0,8.40827453725199,5.85832670303265,0,7.95421376223746,0,0,8.1146273029734,3.07244370492842,8.155056007566,8.58070327495487,9.34476859054006,0,0,9.13086653588631,8.14960487495327,0,7.82613532162491
"Psma3",0,4.61188056710276,3.00765479387205,0,4.88236426440266,0,0,5.65219677954988,0,3.79521627503669,0,3.91195038102463,0,3.37093146749841,0,1.8868661594955,0,0,0,0,0,0,0,3.79834089144622,2.52937870209083,0,4.26632180562947,0,6.407612779945,0,3.5165194976611,0,6.23595294185522,0,0,0,0,0,2.84640104471793,0,0,0,6.22285671408463,0,0
"Psma4",0,0,0,0,0,2.92923615396952,0,0,0,0,0,0,0,5.13488626638168,0,0,0,0,8.14658394900841,0,6.25254244336847,0,0,7.24346915820044,6.67338681820894,0,6.87747433277144,0,5.95497794624296,0,0,0,0,0,0,6.13506076115145,0,2.92548489213707,0,6.67659182018062,0,0,3.8875545142636,0,0
"Psma5",6.24994018707948,2.87247813711313,0,0,0,0,3.47914000182463,0,0,0,0,0,3.77559842970767,2.63167705481738,6.21071809365227,0,0,0,3.75685250326318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21832395781727,5.70695318756542,0,0,5.49536578639904,0,0,4.7061492460905,0,0
"Psma6",8.91982570644137,6.80584703324827,0,0,0,0,0,0,4.93889737246261,0,0,0,5.71399817731505,6.78770670514208,7.81929775566697,5.95052207095622,0,3.9709548602641,0,0,5.90666696054502,0,0,0,0,8.88410639790391,0,4.2045711442492,8.44355692537598,0,0,0,0,0,0,0,0,0,9.07059326590041,0,0,0,0,0,0
"Psma7",0,3.44526320814044,0,0,0,5.31797691825013,0,6.13552255722252,5.16307197923221,6.9525665409428,0,7.07383094209279,0,6.52684348867479,0,0,5.71443511655527,0,0,0,0,0,0,8.09851641020854,6.82615439341426,7.23528667965533,7.23606204168835,0,6.12267064836479,0,0,6.67037299283895,0,0,0,6.90155479133944,0,0,0,4.74649013605963,0,5.17423062530498,5.64239833144098,0,0
"Psma8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psmb1",0,5.05955861821302,0,7.22223461793632,0,7.83497029725301,0,5.19174423945794,0,6.33719192818197,0,0,6.64469271033092,4.91207017972705,0,0,0,6.01742311238386,0,6.01091855276142,5.61544572530479,0,0,6.66533591718518,8.20175636743567,5.35610154314985,0,4.13592881552641,6.70574296094741,0,0,0,0,0,6.95182088984069,7.23326495065196,0,7.93186031046937,6.38759862771612,0,4.53546202050923,4.87985767250431,2.17938046931428,0,7.29553937040683
"Psmb10",0,0,0,0,0,0,0,0,0,0,0,0,0,2.55892392324907,0,2.07348779257205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71044003215821
"Psmb11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psmb2",0,5.97765543333521,0,5.26730731580916,0,0,7.57285178202394,0,0,0,6.38037794268007,0,4.43174997546466,8.40723801764856,5.1135754912905,0,7.66189920782766,7.81651011126457,0,6.15861574676361,5.72159139877538,0,4.12678292854395,0,0,0,4.8494588980037,2.91905017936258,0,0,0,0,0,0,0,0,0,4.3924960311083,0,0,4.90006012200122,8.05506004807361,8.45247600681674,0,0
"Psmb3",0,4.38416035390382,6.77814285446377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59159714411538,5.93717252039529,0,0,0,7.02266741857899,0,0,0,0,6.13578520192603,0,0,0,0,0,0,3.82718897795955,0,6.74546592900403
"Psmb4",0,0,7.95236851495415,0,0,4.18335152842145,0,0,0,6.07946771672353,0,6.93676748131259,0,3.06907312719754,0,0,0,0,0,7.53216887910068,7.77375902022687,7.62553351757115,0,0,0,4.51380653743372,0,2.70884496383737,0,0,0,0,7.93464623451552,0,0,0,0,0,0,0,0,0,5.65844001040012,0,0
"Psmb5",0,0,4.86097769139832,0,0,0,0,0,0,5.65178935852884,0,4.77319988107524,0,4.22601521640299,5.06226853044084,4.73396708468161,0,2.63459791479911,0,0,0,0,0,0,4.38793459717021,0,0,0,0,0,0,0,0,0,6.26591691436692,0,0,0,0,0,0,0,0,0,0
"Psmb6",0,0,5.13276600920691,0,0,0,0,6.13927915872236,0,6.92215026532141,0,4.45655648094546,6.86708101206502,2.91206922137691,4.16673151052331,7.42351094224668,6.83678256582442,0,0,6.66298874106415,0,0,0,5.9283726919744,4.07247457550083,5.35610154314985,7.18495466416632,6.72089405160597,0,0,4.05619332369785,0,0,0,0,3.9113368557646,0,0,4.97255940531534,6.26110200482092,0,0,2.17938046931428,0,0
"Psmb7",0,7.53872438591015,5.98882781319605,0,0,0,0,0,0,0,0,0,0,0,0,6.29652898970044,0,0,0,3.32419134991089,0,0,0,0,0,6.06095959118156,7.30404552233582,0,0,5.81480418012219,0,0,0,0,0,0,0,7.84527049368881,0,0,0,0,6.72511399855272,0,0
"Psmb8",0,1.86406131207765,0,0,0,0,0,0,0,0,0,0,0,0,5.46539661797676,0,0,0,0,4.49707580554596,4.32455861371799,0,0,4.05232024461204,0,0,0,3.84573089818538,0,0,0,0,0,5.22493550488325,0,0,0,0,4.09874798751555,0,0,0,5.47532812262242,0,0
"Psmb9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49394829098284,0,0,0,0,0,0,0,3.70307854502618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psmc1",0,0,4.51051891858141,0,0,0,0,1.76281652598111,0,0,0,0,0,0,2.54824425253216,0,0,0,0,0,0,0,0,0,0,0,0,1.9249359882668,0,4.06999425015876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psmc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32368711005604,0,0,0,0,0,0,0,0,0,0,7.24453509295692,0,0,0,0,0,0,0,0,0,6.06850744500491,0,0,0,0,0,0,0,0
"Psmc3",0,2.96415277084421,2.77517278073443,0,0,3.25825206928845,0,0,0,0,0,0,0,0,5.98351353548064,6.56242408549223,6.52255799287044,6.44367957998824,0,0,0,0,4.5762923525995,0,3.29593015834667,0,0,0,0,0,0,0,0,0,0,7.04995742798658,5.20939487680656,0,0,0,5.76335845511799,0,0,0,0
"Psmc3ip",0,3.26638177985718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95053373521522,0,0,0,0,0,0,0,0,0,0,6.75285561229223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psmc4",4.16361143843042,4.59321033103709,0,0,0,0,0,0,0,0,0,0,0,2.3522443956632,0,1.86831537761728,0,0,0,0,0,0,0,0,0,0,0,1.98869559214228,2.68854965915442,0,0,0,0,0,0,0,0,0,6.28715088880441,0,0,0,0,0,0
"Psmc5",6.82006405292432,1.7904384281852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17415670584753,0,7.62409358167851,0,0,0,7.54320199408379,0,0,0,0
"Psmc6",0,1.45196276620528,0,0,0,0,0,0,0,0,7.89536321713065,0,0,2.21092182746714,0,1.72790303323488,7.65947507290443,2.61004800938207,0,0,0,0,0,0,0,8.2375732781291,0,0,6.635095568759,0,3.35684807923652,0,4.49089739513549,0,7.57235916830764,0,0,0,0,0,0,0,7.56526966884184,0,0
"Psmd1",0,1.29305259715672,0,0,0,0,0,0,0,4.05977058109025,0,0,0,4.51105683030277,0,0,0,0,2.18177363754423,0,0,0,0,0,0,0,5.87436173150463,0,0,0,0,0,0,5.23830154949943,4.09092116102275,0,0,0,0,6.50053120369776,0,5.82186325094602,3.12549406283434,0,0
"Psmd10",0,0,0,0,0,0,3.27268912435721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72669500449962,0,0,0,0
"Psmd11",0,1.27509050678236,0,0,0,0,4.69604390581805,0,0,0,0,0,0,0,0,4.87390176491313,0,1.43202937076135,0,5.12620060298175,1.14718945469024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60371535170319,0,0,0,0,0.300779745321102,0,3.59007499879192
"Psmd12",0,5.99424933275485,0,0,0,0,0,0,0,0,0,0,0,8.05269845802117,0,0,0,0,0,0,0,0,0,0,0,0,3.21156828730109,0,4.97478167026891,0,0,0,0,0,0,4.6430653761896,5.12341375239329,0,0,0,0,4.0174498379497,0,0,3.60911666951697
"Psmd13",0,0,0,0,0,5.33176969785171,0,0,0,0,0,0,0,2.21197159379074,0,0,0,0,0,0,0,0,0,0,0,0,5.9555964411021,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57404245450191,0,0,0,0
"Psmd14",0,7.09105449629395,2.87224171435011,0,0,0,0,0,0,0,0,0,6.5449860633961,0,0,0,0,0,0,7.5213727311085,0,8.36851955701595,4.08827730968045,0,0,0,0,0,0,0,0,0,0,0,0,6.76326549154549,0,0,0,0,0,0,0,0,0
"Psmd2",4.59519928753422,2.02404657685293,0,0,0,0,5.64361091076847,0,0,2.62090541018257,5.2958001523048,0,0,2.7826371133342,0,0,3.1228764374942,0,0,2.47908307587503,0,0,0,2.62028141828846,0,0,0,0.831261127500132,5.3437524644271,0,4.34506277392109,0,0,0,0,2.79142860655586,5.84923619017727,0,0,0,4.56114280904521,0,0,0,0
"Psmd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psmd4",0,4.40901748438422,6.02696157904099,0,0,0,5.01635814117625,5.75702324650746,0,0,0,0,0,0,0,0,0,0,0,6.19368305040153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12499638479633,0,0,5.30974372218789,0,7.85079942312548
"Psmd5",0,0,8.62651944643289,0,0,0,4.6366130209389,0,0,0,0,0,4.50073832837061,0,0,0,0,1.17634192333248,0,0,7.69917680737624,7.32500856445702,0,0,0,0,0,6.80668494381735,5.43926408121089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psmd6",0,0,5.48294506169003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94188685513153,0,0,9.13151231849218,0,0,3.96713170948941,0,0,2.86028348901447,0,0,0,0,0,0,0,7.59881925167131,0,0,3.06632000319979,4.56401226543738,0,0,0,0
